,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,products_per_dependent,trans_amt_per_dependent,trans_ct_per_dependent,trans_amt_per_products,trans_ct_per_products,avg_trans_amt,credit_util_rate,proportion_inactive_months,products_per_tenure,products_per_contacts,dependents_per_contacts,trans_ct_per_contacts,products_per_inactivity,dependents_per_inactivity,trans_ct_per_inactivity,trans_amt_per_credit_limit,age_per_tenure,trans_ct_per_tenure,trans_amt_per_tenure,total_spending,inactivity_contacts,education_income_levels,churn_flag
3047,50,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,2,9748.0,1354,8394.0,0.893,3323,66,0.833,0.139,3.0,1661.5,33.0,553.8333,11.0,50.348484,0.13890028,0.027777778,0.16666667,3.0,1.0,33.0,6.0,2.0,66.0,0.34089044,1.3888888,1.8333334,92.30556,4677,3,4,0
3048,49,F,3,Graduate,Unknown,Less than $40K,Blue,36,3,1,2,2454.0,2060,394.0,0.804,3777,75,0.596,0.839,1.0,1259.0,25.0,1259.0,25.0,50.36,0.8394458,0.027777778,0.083333336,1.5,1.5,37.5,3.0,3.0,75.0,1.5391198,1.3611112,2.0833333,104.916664,5837,3,1,0
3049,48,M,3,Post-Graduate,Unknown,$120K +,Blue,35,2,2,6,34516.0,0,34516.0,0.464,1632,44,0.333,0.0,0.6666667,544.0,14.666667,816.0,22.0,37.090908,0.0,0.057142857,0.057142857,0.33333334,0.5,7.3333335,1.0,1.5,22.0,0.04728242,1.3714286,1.2571429,46.62857,1632,8,6,1
3050,47,F,3,High School,Unknown,Less than $40K,Blue,40,4,2,4,4255.0,1681,2574.0,0.65,3453,72,0.5,0.395,1.3333334,1151.0,24.0,863.25,18.0,47.958332,0.39506462,0.05,0.1,1.0,0.75,18.0,2.0,1.5,36.0,0.81151587,1.175,1.8,86.325,5134,6,0,0
3051,35,F,4,Uneducated,Single,Less than $40K,Blue,24,4,2,2,3271.0,1367,1904.0,0.704,2464,92,1.0,0.418,1.0,616.0,23.0,616.0,23.0,26.782608,0.41791502,0.083333336,0.16666667,2.0,2.0,46.0,2.0,2.0,46.0,0.7532865,1.4583334,3.8333333,102.666664,3831,4,0,0
3052,31,F,0,Graduate,Single,Less than $40K,Blue,20,3,3,2,3480.0,724,2756.0,0.722,2807,65,0.806,0.208,0.0,0.0,0.0,935.6667,21.666666,43.184616,0.20804597,0.15,0.15,1.5,0.0,32.5,1.0,0.0,21.666666,0.8066092,1.55,3.25,140.35,3531,5,1,0
3053,50,M,3,Uneducated,Single,$80K - $120K,Blue,40,3,1,4,13306.0,2458,10848.0,0.516,3556,68,0.581,0.185,1.0,1185.3334,22.666666,1185.3334,22.666666,52.294117,0.1847287,0.025,0.075,0.75,0.75,17.0,3.0,3.0,68.0,0.26724786,1.25,1.7,88.9,6014,5,3,0
3054,38,M,3,Graduate,Single,$80K - $120K,Blue,31,6,1,2,13637.0,0,13637.0,0.566,3625,73,0.659,0.0,2.0,1208.3334,24.333334,604.1667,12.166667,49.657536,0.0,0.032258064,0.19354838,3.0,1.5,36.5,6.0,3.0,73.0,0.26582092,1.2258065,2.3548386,116.935486,3625,3,4,0
3055,39,M,3,Graduate,Single,$60K - $80K,Blue,29,4,2,3,6733.0,1028,5705.0,0.553,4444,72,0.565,0.153,1.3333334,1481.3334,24.0,1111.0,18.0,61.72222,0.15268083,0.06896552,0.13793103,1.3333334,1.0,24.0,2.0,1.5,36.0,0.6600327,1.3448275,2.4827585,153.24138,5472,5,3,0
3056,52,F,3,High School,Single,Less than $40K,Blue,45,3,3,0,2728.0,1365,1363.0,0.648,4293,83,0.976,0.5,1.0,1431.0,27.666666,1431.0,27.666666,51.722893,0.50036657,0.06666667,0.06666667,0.0,0.0,0.0,1.0,1.0,27.666666,1.5736804,1.1555556,1.8444444,95.4,5658,3,0,0
3057,49,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1,2,6250.0,644,5606.0,1.06,2433,41,1.158,0.103,1.25,608.25,10.25,486.6,8.2,59.341465,0.10304,0.024390243,0.12195122,2.5,2.0,20.5,5.0,4.0,41.0,0.38928,1.195122,1.0,59.341465,3077,3,2,0
3058,49,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,1,3,3653.0,881,2772.0,0.846,3297,66,0.692,0.241,1.25,824.25,16.5,659.4,13.2,49.954544,0.24117164,0.030303031,0.15151516,1.6666666,1.3333334,22.0,5.0,4.0,66.0,0.90254587,1.4848485,2.0,99.90909,4178,4,1,0
3059,44,M,3,High School,Divorced,$60K - $80K,Blue,36,4,3,1,22919.0,1368,21551.0,0.942,3752,71,0.919,0.06,1.3333334,1250.6666,23.666666,938.0,17.75,52.84507,0.059688468,0.083333336,0.11111111,4.0,3.0,71.0,1.3333334,1.0,23.666666,0.16370697,1.2222222,1.9722222,104.22222,5120,4,2,0
3060,36,M,1,Graduate,Single,$120K +,Blue,20,3,2,2,34516.0,0,34516.0,0.531,2686,59,0.788,0.0,3.0,2686.0,59.0,895.3333,19.666666,45.525425,0.0,0.1,0.15,1.5,0.5,29.5,1.5,0.5,29.5,0.07781898,1.8,2.95,134.3,2686,4,5,0
3061,44,M,3,Graduate,Married,$80K - $120K,Blue,38,3,1,4,4198.0,1782,2416.0,1.526,2051,36,1.0,0.424,1.0,683.6667,12.0,683.6667,12.0,56.97222,0.42448786,0.02631579,0.078947365,0.75,0.75,9.0,3.0,3.0,36.0,0.48856598,1.1578947,0.94736844,53.973682,3833,5,4,0
3062,44,M,3,Graduate,Single,$60K - $80K,Blue,39,6,2,2,7532.0,0,7532.0,0.476,3550,68,0.619,0.0,2.0,1183.3334,22.666666,591.6667,11.333333,52.205883,0.0,0.051282052,0.15384616,3.0,1.5,34.0,3.0,1.5,34.0,0.47132236,1.1282052,1.7435898,91.02564,3550,4,3,0
3063,35,M,5,Uneducated,Single,$60K - $80K,Blue,28,4,2,3,4587.0,1704,2883.0,0.903,2968,65,0.806,0.371,0.8,593.6,13.0,742.0,16.25,45.661537,0.37148464,0.071428575,0.14285715,1.3333334,1.6666666,21.666666,2.0,2.5,32.5,0.64704597,1.25,2.3214285,106.0,4672,5,2,0
3064,45,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,4,12250.0,2165,10085.0,0.641,1995,39,0.696,0.177,1.25,498.75,9.75,399.0,7.8,51.153847,0.1767347,0.083333336,0.1388889,1.25,1.0,9.75,1.6666666,1.3333334,13.0,0.16285715,1.25,1.0833334,55.416668,4160,7,4,1
3065,56,M,4,College,Single,$80K - $120K,Blue,41,6,1,4,17753.0,1899,15854.0,0.851,3986,64,0.73,0.107,1.5,996.5,16.0,664.3333,10.666667,62.28125,0.10696784,0.024390243,0.14634146,1.5,1.0,16.0,6.0,4.0,64.0,0.22452544,1.3658537,1.5609756,97.21951,5885,5,3,0
3066,37,F,1,Graduate,Single,Less than $40K,Silver,19,4,3,3,12535.0,2049,10486.0,0.683,3283,74,0.609,0.163,4.0,3283.0,74.0,820.75,18.5,44.364864,0.16346231,0.15789473,0.21052632,1.3333334,0.33333334,24.666666,1.3333334,0.33333334,24.666666,0.26190665,1.9473684,3.8947368,172.78947,5332,6,1,0
3067,48,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1,3,3541.0,1444,2097.0,0.664,3410,69,0.683,0.408,2.0,1136.6666,23.0,568.3333,11.5,49.420288,0.40779442,0.02631579,0.15789473,2.0,1.0,23.0,6.0,3.0,69.0,0.9630048,1.2631578,1.8157895,89.73684,4854,4,0,0
3068,43,F,3,Graduate,Divorced,Less than $40K,Blue,33,6,3,4,14622.0,0,14622.0,0.959,4632,67,0.457,0.0,2.0,1544.0,22.333334,772.0,11.166667,69.13433,0.0,0.09090909,0.18181819,1.5,0.75,16.75,2.0,1.0,22.333334,0.31678292,1.3030303,2.030303,140.36363,4632,7,1,0
3069,45,M,3,Graduate,Married,$80K - $120K,Blue,38,3,1,2,23973.0,0,23973.0,0.779,3560,71,0.511,0.0,1.0,1186.6666,23.666666,1186.6666,23.666666,50.140846,0.0,0.02631579,0.078947365,1.5,1.5,35.5,3.0,3.0,71.0,0.1485004,1.1842105,1.8684211,93.68421,3560,3,4,0
3070,54,M,3,Graduate,Single,$80K - $120K,Blue,38,4,2,1,29200.0,1310,27890.0,1.092,3042,73,1.028,0.045,1.3333334,1014.0,24.333334,760.5,18.25,41.671234,0.044863015,0.05263158,0.10526316,4.0,3.0,73.0,2.0,1.5,36.5,0.10417808,1.4210526,1.9210526,80.052635,4352,3,4,0
3071,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,3,2,10077.0,0,10077.0,0.639,2118,52,0.576,0.0,1.5,1059.0,26.0,706.0,17.333334,40.73077,0.0,0.07317073,0.07317073,1.5,1.0,26.0,1.0,0.6666667,17.333334,0.21018161,1.1219512,1.2682927,51.658535,2118,5,4,0
3072,44,F,4,Doctorate,Married,Less than $40K,Blue,36,5,2,4,8667.0,1775,6892.0,0.729,3939,69,0.533,0.205,1.25,984.75,17.25,787.8,13.8,57.086956,0.20479982,0.055555556,0.1388889,1.25,1.0,17.25,2.5,2.0,34.5,0.45448253,1.2222222,1.9166666,109.416664,5714,6,2,0
3073,44,M,3,Graduate,Single,$60K - $80K,Blue,31,4,3,4,12871.0,758,12113.0,0.778,3060,60,1.069,0.059,1.3333334,1020.0,20.0,765.0,15.0,51.0,0.058892082,0.09677419,0.12903225,1.0,0.75,15.0,1.3333334,1.0,20.0,0.23774377,1.4193548,1.9354838,98.70968,3818,7,3,0
3074,38,M,2,Graduate,Single,$60K - $80K,Blue,30,3,2,4,2346.0,0,2346.0,0.394,3982,72,0.532,0.0,1.5,1991.0,36.0,1327.3334,24.0,55.305557,0.0,0.06666667,0.1,0.75,0.5,18.0,1.5,1.0,36.0,1.6973572,1.2666667,2.4,132.73334,3982,6,3,0
3075,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43,4,2,4,9919.0,0,9919.0,0.496,2058,70,0.842,0.0,2.0,1029.0,35.0,514.5,17.5,29.4,0.0,0.046511628,0.093023255,1.0,0.5,17.5,2.0,1.0,35.0,0.2074806,1.2790698,1.6279069,47.860466,2058,6,2,0
3076,50,M,3,Graduate,Single,$120K +,Blue,33,4,1,4,17087.0,0,17087.0,0.761,3519,70,0.591,0.0,1.3333334,1173.0,23.333334,879.75,17.5,50.271427,0.0,0.030303031,0.121212125,1.0,0.75,17.5,4.0,3.0,70.0,0.20594604,1.5151515,2.121212,106.63636,3519,5,5,0
3077,42,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,3,5505.0,2517,2988.0,0.729,2272,42,0.448,0.457,0.6666667,757.3333,14.0,1136.0,21.0,54.095238,0.4572207,0.083333336,0.055555556,0.6666667,1.0,14.0,0.6666667,1.0,14.0,0.4127157,1.1666666,1.1666666,63.11111,4789,6,1,1
3078,49,F,3,Uneducated,Divorced,Less than $40K,Blue,36,4,1,3,1902.0,0,1902.0,0.693,3731,53,0.893,0.0,1.3333334,1243.6666,17.666666,932.75,13.25,70.396225,0.0,0.027777778,0.11111111,1.3333334,1.0,17.666666,4.0,3.0,53.0,1.9616194,1.3611112,1.4722222,103.638885,3731,4,0,0
3079,31,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,1,4254.0,2464,1790.0,0.764,2366,62,0.722,0.579,0.0,0.0,0.0,788.6667,20.666666,38.16129,0.5792196,0.045454547,0.13636364,3.0,0.0,62.0,3.0,0.0,62.0,0.55618244,1.4090909,2.8181818,107.545456,4830,2,1,0
3080,51,M,2,Graduate,Unknown,$80K - $120K,Blue,39,6,1,3,9854.0,1886,7968.0,0.921,3912,76,0.949,0.191,3.0,1956.0,38.0,652.0,12.666667,51.473682,0.19139436,0.025641026,0.15384616,2.0,0.6666667,25.333334,6.0,2.0,76.0,0.39699614,1.3076923,1.948718,100.30769,5798,4,4,0
3081,47,F,4,High School,Married,Less than $40K,Blue,31,5,3,4,7711.0,988,6723.0,0.884,2078,42,0.68,0.128,1.25,519.5,10.5,415.6,8.4,49.47619,0.12812865,0.09677419,0.16129032,1.25,1.0,10.5,1.6666666,1.3333334,14.0,0.26948515,1.516129,1.3548387,67.03226,3066,7,0,0
3082,30,F,0,Graduate,Married,Less than $40K,Blue,19,3,1,4,3213.0,2517,696.0,1.275,2666,46,1.0,0.783,0.0,0.0,0.0,888.6667,15.333333,57.95652,0.78338003,0.05263158,0.15789473,0.75,0.0,11.5,3.0,0.0,46.0,0.8297541,1.5789474,2.4210527,140.3158,5183,5,1,0
3083,46,M,2,Graduate,Unknown,$120K +,Blue,37,3,2,4,3132.0,1466,1666.0,0.689,3612,59,0.595,0.468,1.5,1806.0,29.5,1204.0,19.666666,61.22034,0.46807152,0.054054055,0.08108108,0.75,0.5,14.75,1.5,1.0,29.5,1.1532567,1.2432432,1.5945946,97.62162,5078,6,5,0
3084,45,F,3,High School,Divorced,Less than $40K,Blue,33,3,3,2,9977.0,2088,7889.0,0.65,3530,61,0.743,0.209,1.0,1176.6666,20.333334,1176.6666,20.333334,57.86885,0.20928134,0.09090909,0.09090909,1.5,1.5,30.5,1.0,1.0,20.333334,0.35381377,1.3636364,1.8484849,106.969696,5618,5,0,0
3085,53,F,2,College,Married,Less than $40K,Blue,41,5,1,3,5659.0,1393,4266.0,0.436,1570,40,0.6,0.246,2.5,785.0,20.0,314.0,8.0,39.25,0.24615656,0.024390243,0.12195122,1.6666666,0.6666667,13.333333,5.0,2.0,40.0,0.27743417,1.2926829,0.9756098,38.292683,2963,4,0,0
3086,62,M,0,Graduate,Single,$40K - $60K,Silver,42,3,4,4,17161.0,0,17161.0,0.552,1898,42,0.556,0.0,0.0,0.0,0.0,632.6667,14.0,45.190475,0.0,0.0952381,0.071428575,0.75,0.0,10.5,0.75,0.0,10.5,0.110599615,1.4761904,1.0,45.190475,1898,8,2,1
3087,65,F,1,Graduate,Single,Less than $40K,Blue,36,5,1,2,5018.0,1131,3887.0,0.624,4028,81,0.8,0.225,5.0,4028.0,81.0,805.6,16.2,49.728394,0.2253886,0.027777778,0.1388889,2.5,0.5,40.5,5.0,1.0,81.0,0.80271024,1.8055556,2.25,111.888885,5159,3,1,0
3088,44,F,3,Graduate,Married,Less than $40K,Blue,38,4,3,3,11474.0,1063,10411.0,0.686,3242,74,0.451,0.093,1.3333334,1080.6666,24.666666,810.5,18.5,43.81081,0.09264424,0.078947365,0.10526316,1.3333334,1.0,24.666666,1.3333334,1.0,24.666666,0.28255185,1.1578947,1.9473684,85.31579,4305,6,1,0
3089,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,7925.0,1445,6480.0,0.75,3815,65,0.806,0.182,2.0,1271.6666,21.666666,635.8333,10.833333,58.692307,0.18233438,0.027777778,0.16666667,1.5,0.75,16.25,6.0,3.0,65.0,0.481388,1.4166666,1.8055556,105.97222,5260,5,3,0
3090,28,F,0,Uneducated,Single,Less than $40K,Silver,20,6,3,3,12793.0,1650,11143.0,0.783,2671,67,0.763,0.129,0.0,0.0,0.0,445.16666,11.166667,39.865673,0.12897678,0.15,0.3,2.0,0.0,22.333334,2.0,0.0,22.333334,0.20878606,1.4,3.35,133.55,4321,6,0,0
3091,49,M,2,Graduate,Single,Less than $40K,Blue,42,4,2,2,4834.0,0,4834.0,0.998,1876,35,1.059,0.0,2.0,938.0,17.5,469.0,8.75,53.6,0.0,0.04761905,0.0952381,2.0,1.0,17.5,2.0,1.0,17.5,0.3880844,1.1666666,0.8333333,44.666668,1876,4,1,0
3092,44,F,3,High School,Married,Less than $40K,Blue,31,6,2,5,1438.3,688,750.3,0.976,4208,86,0.72,0.478,2.0,1402.6666,28.666666,701.3333,14.333333,48.930233,0.47834247,0.06451613,0.19354838,1.2,0.6,17.2,3.0,1.5,43.0,2.925676,1.4193548,2.7741935,135.74193,4896,7,0,0
3093,55,M,3,College,Single,$120K +,Blue,36,5,3,3,12948.0,1839,11109.0,1.113,2481,42,0.68,0.142,1.6666666,827.0,14.0,496.2,8.4,59.07143,0.14202966,0.083333336,0.1388889,1.6666666,1.0,14.0,1.6666666,1.0,14.0,0.1916126,1.5277778,1.1666666,68.916664,4320,6,4,0
3094,49,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4,5,5662.0,1484,4178.0,0.434,1693,25,0.25,0.262,0.25,423.25,6.25,1693.0,25.0,67.72,0.2620982,0.11111111,0.027777778,0.2,0.8,5.0,0.25,1.0,6.25,0.29901096,1.3611112,0.6944444,47.02778,3177,9,3,1
3095,34,F,2,High School,Single,Less than $40K,Blue,24,4,1,0,2799.0,0,2799.0,0.696,2311,43,0.654,0.0,2.0,1155.5,21.5,577.75,10.75,53.744186,0.0,0.041666668,0.16666667,0.0,0.0,0.0,4.0,2.0,43.0,0.825652,1.4166666,1.7916666,96.291664,2311,1,0,0
3096,50,M,2,Graduate,Married,$80K - $120K,Blue,38,3,3,1,6030.0,1315,4715.0,0.623,3420,81,0.841,0.218,1.5,1710.0,40.5,1140.0,27.0,42.22222,0.21807629,0.078947365,0.078947365,3.0,2.0,81.0,1.0,0.6666667,27.0,0.5671642,1.3157895,2.131579,90.0,4735,4,4,0
3097,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,3,1,6779.0,1359,5420.0,0.737,3434,65,0.512,0.2,2.5,1717.0,32.5,686.8,13.0,52.83077,0.20047204,0.08571429,0.14285715,5.0,2.0,65.0,1.6666666,0.6666667,21.666666,0.5065644,1.2,1.8571428,98.11429,4793,4,4,0
3098,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1,1,15248.0,1242,14006.0,0.725,4758,83,0.456,0.081,5.0,4758.0,83.0,951.6,16.6,57.325302,0.08145331,0.027777778,0.1388889,5.0,1.0,83.0,5.0,1.0,83.0,0.31204093,1.4722222,2.3055556,132.16667,6000,2,1,0
3099,53,M,3,High School,Single,$60K - $80K,Blue,45,4,1,0,15583.0,0,15583.0,0.873,3938,69,1.091,0.0,1.3333334,1312.6666,23.0,984.5,17.25,57.072464,0.0,0.022222223,0.08888889,0.0,0.0,0.0,4.0,3.0,69.0,0.2527113,1.1777778,1.5333333,87.51111,3938,1,2,0
3100,32,M,1,High School,Married,$40K - $60K,Blue,26,3,2,3,2576.0,1754,822.0,1.027,2880,69,0.468,0.681,3.0,2880.0,69.0,960.0,23.0,41.739132,0.68090063,0.07692308,0.115384616,1.0,0.33333334,23.0,1.5,0.5,34.5,1.1180124,1.2307693,2.6538463,110.76923,4634,5,1,0
3101,48,M,1,Graduate,Married,$60K - $80K,Silver,37,6,3,5,25270.0,1090,24180.0,0.819,1941,51,1.318,0.043,6.0,1941.0,51.0,323.5,8.5,38.058823,0.043134153,0.08108108,0.16216215,1.2,0.2,10.2,2.0,0.33333334,17.0,0.07681045,1.2972972,1.3783784,52.45946,3031,8,3,0
3102,35,M,4,Graduate,Single,$60K - $80K,Blue,22,3,3,3,8717.0,719,7998.0,0.556,2067,59,0.595,0.082,0.75,516.75,14.75,689.0,19.666666,35.033897,0.0824825,0.13636364,0.13636364,1.0,1.3333334,19.666666,1.0,1.3333334,19.666666,0.23712286,1.5909091,2.6818182,93.954544,2786,6,3,0
3103,45,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,3,1438.3,0,1438.3,0.674,3748,64,0.829,0.0,1.0,937.0,16.0,937.0,16.0,58.5625,0.0,0.055555556,0.11111111,1.3333334,1.3333334,21.333334,2.0,2.0,32.0,2.605854,1.25,1.7777778,104.111115,3748,5,4,0
3104,45,M,5,College,Single,$80K - $120K,Blue,35,4,2,1,33755.0,2301,31454.0,0.751,3458,71,0.651,0.068,0.8,691.6,14.2,864.5,17.75,48.704224,0.06816768,0.057142857,0.114285715,4.0,5.0,71.0,2.0,2.5,35.5,0.10244408,1.2857143,2.0285714,98.8,5759,3,3,0
3105,53,F,2,Graduate,Single,$40K - $60K,Blue,37,5,3,4,7282.0,0,7282.0,0.74,3364,69,0.816,0.0,2.5,1682.0,34.5,672.8,13.8,48.753624,0.0,0.08108108,0.13513513,1.25,0.5,17.25,1.6666666,0.6666667,23.0,0.461961,1.4324324,1.8648648,90.91892,3364,7,2,0
3106,42,M,4,Graduate,Single,$80K - $120K,Blue,32,6,3,5,7260.0,713,6547.0,0.833,4253,73,0.78,0.098,1.5,1063.25,18.25,708.8333,12.166667,58.260273,0.098209366,0.09375,0.1875,1.2,0.8,14.6,2.0,1.3333334,24.333334,0.5858127,1.3125,2.28125,132.90625,4966,8,4,0
3107,43,F,3,Graduate,Married,Less than $40K,Silver,30,6,1,4,12952.0,1864,11088.0,0.414,3472,51,0.457,0.144,2.0,1157.3334,17.0,578.6667,8.5,68.07843,0.143916,0.033333335,0.2,1.5,0.75,12.75,6.0,3.0,51.0,0.2680667,1.4333333,1.7,115.73333,5336,5,1,0
3108,55,F,2,Graduate,Single,Less than $40K,Blue,43,6,1,5,5353.0,1594,3759.0,0.973,4456,79,0.837,0.298,3.0,2228.0,39.5,742.6667,13.166667,56.405064,0.29777694,0.023255814,0.13953489,1.2,0.4,15.8,6.0,2.0,79.0,0.8324304,1.2790698,1.8372093,103.62791,6050,6,1,0
3109,38,M,0,Graduate,Married,$60K - $80K,Blue,33,5,4,4,11741.0,1560,10181.0,0.773,2143,41,0.783,0.133,0.0,0.0,0.0,428.6,8.2,52.26829,0.13286772,0.121212125,0.15151516,1.25,0.0,10.25,1.25,0.0,10.25,0.18252279,1.1515151,1.2424242,64.93939,3703,8,3,0
3110,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,1,2609.0,1656,953.0,0.657,3024,64,0.6,0.635,1.25,756.0,16.0,604.8,12.8,47.25,0.6347259,0.083333336,0.1388889,5.0,4.0,64.0,1.6666666,1.3333334,21.333334,1.1590648,1.0833334,1.7777778,84.0,4680,4,0,0
3111,51,F,1,College,Married,Less than $40K,Blue,37,4,3,1,11167.0,0,11167.0,0.622,3848,74,0.762,0.0,4.0,3848.0,74.0,962.0,18.5,52.0,0.0,0.08108108,0.10810811,4.0,1.0,74.0,1.3333334,0.33333334,24.666666,0.34458673,1.3783784,2.0,104.0,3848,4,0,0
3112,44,M,3,High School,Married,$80K - $120K,Blue,36,4,2,5,20882.0,1420,19462.0,0.857,2291,40,0.6,0.068,1.3333334,763.6667,13.333333,572.75,10.0,57.275,0.06800115,0.055555556,0.11111111,0.8,0.6,8.0,2.0,1.5,20.0,0.109711714,1.2222222,1.1111112,63.63889,3711,7,3,0
3113,42,M,2,Graduate,Single,$120K +,Gold,37,5,2,2,34516.0,1230,33286.0,0.72,3260,63,1.1,0.036,2.5,1630.0,31.5,652.0,12.6,51.746033,0.035635646,0.054054055,0.13513513,2.5,1.0,31.5,2.5,1.0,31.5,0.094448954,1.1351352,1.7027028,88.10811,4490,4,5,0
3114,63,F,1,College,Single,$40K - $60K,Blue,56,5,3,2,3071.0,2044,1027.0,0.91,4433,68,0.659,0.666,5.0,4433.0,68.0,886.6,13.6,65.19118,0.6655812,0.05357143,0.08928572,2.5,0.5,34.0,1.6666666,0.33333334,22.666666,1.4435037,1.125,1.2142857,79.16071,6477,5,1,0
3115,39,M,2,Graduate,Divorced,$60K - $80K,Blue,34,5,1,4,2267.0,0,2267.0,0.875,4544,84,0.75,0.0,2.5,2272.0,42.0,908.8,16.8,54.095238,0.0,0.029411765,0.14705883,1.25,0.5,21.0,5.0,2.0,84.0,2.0044112,1.1470588,2.4705882,133.64706,4544,5,3,0
3116,52,M,2,High School,Single,$120K +,Blue,44,4,2,2,6617.0,2517,4100.0,0.459,3595,68,0.659,0.38,2.0,1797.5,34.0,898.75,17.0,52.867645,0.38038385,0.045454547,0.09090909,2.0,1.0,34.0,2.0,1.0,34.0,0.5432976,1.1818181,1.5454545,81.704544,6112,4,4,0
3117,57,F,2,High School,Divorced,Less than $40K,Blue,50,5,3,5,3276.0,0,3276.0,0.972,3758,61,0.694,0.0,2.5,1879.0,30.5,751.6,12.2,61.606556,0.0,0.06,0.1,1.0,0.4,12.2,1.6666666,0.6666667,20.333334,1.1471306,1.14,1.22,75.16,3758,8,0,0
3118,36,M,0,High School,Married,$120K +,Blue,24,3,3,2,10097.0,2139,7958.0,1.408,3092,67,0.763,0.212,0.0,0.0,0.0,1030.6666,22.333334,46.149254,0.2118451,0.125,0.125,1.5,0.0,33.5,1.0,0.0,22.333334,0.30622956,1.5,2.7916667,128.83333,5231,5,4,0
3119,42,F,3,College,Married,Less than $40K,Blue,36,6,2,1,8260.0,2517,5743.0,1.049,3299,64,0.73,0.305,2.0,1099.6666,21.333334,549.8333,10.666667,51.546875,0.30472156,0.055555556,0.16666667,6.0,3.0,64.0,3.0,1.5,32.0,0.39939466,1.1666666,1.7777778,91.638885,5816,3,0,0
3120,52,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2,1,5776.0,874,4902.0,0.894,4029,72,0.636,0.151,1.25,1007.25,18.0,805.8,14.4,55.958332,0.1513158,0.060606062,0.15151516,5.0,4.0,72.0,2.5,2.0,36.0,0.69754153,1.5757576,2.1818182,122.09091,4903,3,2,0
3121,40,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,1438.3,915,523.3,0.464,3754,58,0.611,0.636,1.25,938.5,14.5,750.8,11.6,64.72414,0.6361677,0.083333336,0.1388889,1.6666666,1.3333334,19.333334,1.6666666,1.3333334,19.333334,2.6100256,1.1111112,1.6111112,104.27778,4669,6,1,0
3122,40,F,3,College,Single,Less than $40K,Blue,33,5,3,1,7207.0,2002,5205.0,0.828,3825,70,0.707,0.278,1.6666666,1275.0,23.333334,765.0,14.0,54.642857,0.27778548,0.09090909,0.15151516,5.0,3.0,70.0,1.6666666,1.0,23.333334,0.530734,1.2121212,2.121212,115.90909,5827,4,0,0
3123,38,M,1,Graduate,Married,$120K +,Blue,16,3,1,4,2106.0,238,1868.0,0.61,2136,40,0.905,0.113,3.0,2136.0,40.0,712.0,13.333333,53.4,0.113010444,0.0625,0.1875,0.75,0.25,10.0,3.0,1.0,40.0,1.014245,2.375,2.5,133.5,2374,5,5,1
3124,44,M,3,High School,Married,$60K - $80K,Blue,34,4,2,5,21158.0,0,21158.0,0.633,4071,67,0.811,0.0,1.3333334,1357.0,22.333334,1017.75,16.75,60.761192,0.0,0.05882353,0.11764706,0.8,0.6,13.4,2.0,1.5,33.5,0.19240949,1.2941177,1.9705882,119.73529,4071,7,2,0
3125,43,M,3,Graduate,Married,$120K +,Blue,36,3,2,2,22906.0,1132,21774.0,0.942,3204,64,0.73,0.049,1.0,1068.0,21.333334,1068.0,21.333334,50.0625,0.049419366,0.055555556,0.083333336,1.5,1.5,32.0,1.5,1.5,32.0,0.13987601,1.1944444,1.7777778,89.0,4336,4,5,0
3126,45,M,2,Graduate,Married,$60K - $80K,Blue,33,4,3,4,2648.0,2309,339.0,1.006,3281,63,0.853,0.872,2.0,1640.5,31.5,820.25,15.75,52.079365,0.8719789,0.09090909,0.121212125,1.0,0.5,15.75,1.3333334,0.6666667,21.0,1.2390484,1.3636364,1.9090909,99.42424,5590,7,3,0
3127,34,F,4,Graduate,Single,Less than $40K,Silver,29,6,2,2,30702.0,673,30029.0,0.721,2652,64,0.524,0.022,1.5,663.0,16.0,442.0,10.666667,41.4375,0.021920396,0.06896552,0.20689656,3.0,2.0,32.0,3.0,2.0,32.0,0.08637874,1.1724138,2.2068965,91.44827,3325,4,1,0
